X,Y,ET_ID,ET_X,ET_Y,ET_ORDER,ET_IDP
306741.4293,5447094.5011,30,306741.42930000002,5447094.50109999999,1.00000000000,30
306741.4293,5447094.5011,31,306741.42930000002,5447094.50109999999,0.00000000000,31
306763.151600000448525,5447103.2017,31,306763.15159999998,5447103.20170000009,1.00000000000,31
306763.151600000448525,5447103.2017,32,306763.15159999998,5447103.20170000009,0.00000000000,32
306784.8739,5447111.9023,32,306784.87390000001,5447111.90230000019,1.00000000000,32
306784.8739,5447111.9023,33,306784.87390000001,5447111.90230000019,0.00000000000,33
306806.596199999563396,5447120.6029,33,306806.59620000003,5447120.60290000029,1.00000000000,33
306806.596199999563396,5447120.6029,34,306806.59620000003,5447120.60290000029,0.00000000000,34
306828.318599999882281,5447129.3035,34,306828.31860000000,5447129.30350000039,1.00000000000,34
306828.318599999882281,5447129.3035,35,306828.31860000000,5447129.30350000039,0.00000000000,35
306850.040900000371039,5447138.0041,35,306850.04090000002,5447138.00409999955,1.00000000000,35
306850.040900000371039,5447138.0041,36,306850.04090000002,5447138.00409999955,0.00000000000,36
306871.763199999928,5447146.7047,36,306871.76319999999,5447146.70469999965,1.00000000000,36
306871.763199999928,5447146.7047,37,306871.76319999999,5447146.70469999965,0.00000000000,37
306893.485500000417233,5447155.4053,37,306893.48550000001,5447155.40529999975,1.00000000000,37
306893.485500000417233,5447155.4053,38,306893.48550000001,5447155.40529999975,0.00000000000,38
306915.207899999804795,5447164.106,38,306915.20789999998,5447164.10599999968,1.00000000000,38
306915.207899999804795,5447164.106,39,306915.20789999998,5447164.10599999968,0.00000000000,39
306936.930200000293553,5447172.8066,39,306936.93020000000,5447172.80659999978,1.00000000000,39
306936.930200000293553,5447172.8066,40,306936.93020000000,5447172.80659999978,0.00000000000,40
306958.652499999850988,5447181.5072,40,306958.65250000003,5447181.50719999988,1.00000000000,40
306958.652499999850988,5447181.5072,41,306958.65250000003,5447181.50719999988,0.00000000000,41
306980.374900000169873,5447190.2078,41,306980.37490000000,5447190.20779999997,1.00000000000,41
306980.374900000169873,5447190.2078,42,306980.37490000000,5447190.20779999997,0.00000000000,42
307002.097199999727309,5447198.908399999142,42,307002.09720000002,5447198.90840000007,1.00000000000,42
307002.097199999727309,5447198.908399999142,43,307002.09720000002,5447198.90840000007,0.00000000000,43
307023.819500000216067,5447207.60899999924,43,307023.81949999998,5447207.60900000017,1.00000000000,43
307023.819500000216067,5447207.60899999924,44,307023.81949999998,5447207.60900000017,0.00000000000,44
307045.541799999773502,5447216.309599999338,44,307045.54180000001,5447216.30960000027,1.00000000000,44
307045.541799999773502,5447216.309599999338,45,307045.54180000001,5447216.30960000027,0.00000000000,45
307067.2642,5447225.010199999437,45,307067.26419999998,5447225.01020000037,1.00000000000,45
307067.2642,5447225.010199999437,46,307067.26419999998,5447225.01020000037,0.00000000000,46
307075.173499999567866,5447228.1782,46,307075.17349999998,5447228.17819999997,1.00000000000,46
307083.187599999830127,5447240.715399999171,46,307083.18760000000,5447240.71540000010,2.00000000000,46
307083.187599999830127,5447240.715399999171,47,307083.18760000000,5447240.71540000010,0.00000000000,47
307095.790599999949,5447260.4315,47,307095.79060000001,5447260.43149999995,1.00000000000,47
307095.790599999949,5447260.4315,48,307095.79060000001,5447260.43149999995,0.00000000000,48
307108.3936,5447280.1476,48,307108.39360000001,5447280.14759999979,1.00000000000,48
307108.3936,5447280.1476,49,307108.39360000001,5447280.14759999979,0.00000000000,49
307120.996600000187755,5447299.8637,49,307120.99660000001,5447299.86369999964,1.00000000000,49
307120.996600000187755,5447299.8637,50,307120.99660000001,5447299.86369999964,0.00000000000,50
307133.599600000306964,5447319.5798,50,307133.59960000002,5447319.57980000041,1.00000000000,50
307133.599600000306964,5447319.5798,51,307133.59960000002,5447319.57980000041,0.00000000000,51
307135.6409,5447322.773299999535,51,307135.64090000000,5447322.77329999954,1.00000000000,51
307117.676099999807775,5447314.911199999973,51,307117.67609999998,5447314.91119999997,2.00000000000,51
307117.676099999807775,5447314.911199999973,52,307117.67609999998,5447314.91119999997,0.00000000000,52
307096.239099999889731,5447305.5296,52,307096.23910000001,5447305.52960000001,1.00000000000,52
307096.239099999889731,5447305.5296,53,307096.23910000001,5447305.52960000001,0.00000000000,53
307074.802099999972,5447296.1479,53,307074.80209999997,5447296.14790000021,1.00000000000,53
307074.802099999972,5447296.1479,54,307074.80209999997,5447296.14790000021,0.00000000000,54
307053.3651,5447286.7663,54,307053.36510000000,5447286.76630000025,1.00000000000,54
307053.3651,5447286.7663,55,307053.36510000000,5447286.76630000025,0.00000000000,55
307031.928100000135601,5447277.3846,55,307031.92810000002,5447277.38460000046,1.00000000000,55
307031.928100000135601,5447277.3846,56,307031.92810000002,5447277.38460000046,0.00000000000,56
307010.491100000217557,5447268.003,56,307010.49109999998,5447268.00299999956,1.00000000000,56
307010.491100000217557,5447268.003,57,307010.49109999998,5447268.00299999956,0.00000000000,57
306989.054100000299513,5447258.6214,57,306989.05410000001,5447258.62139999960,1.00000000000,57
306989.054100000299513,5447258.6214,58,306989.05410000001,5447258.62139999960,0.00000000000,58
306967.61710000038147,5447249.2397,58,306967.61709999997,5447249.23969999980,1.00000000000,58
306967.61710000038147,5447249.2397,59,306967.61709999997,5447249.23969999980,0.00000000000,59
306946.180100000463426,5447239.8581,59,306946.18010000000,5447239.85809999984,1.00000000000,59
306946.180100000463426,5447239.8581,60,306946.18010000000,5447239.85809999984,0.00000000000,60
306924.743099999614,5447230.476399999112,60,306924.74310000002,5447230.47640000004,1.00000000000,60
306924.743099999614,5447230.476399999112,61,306924.74310000002,5447230.47640000004,0.00000000000,61
306903.306099999696016,5447221.094799999148,61,306903.30609999999,5447221.09480000008,1.00000000000,61
306903.306099999696016,5447221.094799999148,62,306903.30609999999,5447221.09480000008,0.00000000000,62
306881.869199999608099,5447211.713099999353,62,306881.86920000002,5447211.71310000028,1.00000000000,62
306881.869199999608099,5447211.713099999353,63,306881.86920000002,5447211.71310000028,0.00000000000,63
306860.432199999690056,5447202.331499999389,63,306860.43219999998,5447202.33150000032,1.00000000000,63
306860.432199999690056,5447202.331499999389,64,306860.43219999998,5447202.33150000032,0.00000000000,64
306838.995199999772012,5447192.949899999425,64,306838.99520000000,5447192.94990000036,1.00000000000,64
306838.995199999772012,5447192.949899999425,65,306838.99520000000,5447192.94990000036,0.00000000000,65
306817.558199999853969,5447183.56819999963,65,306817.55820000003,5447183.56819999963,1.00000000000,65
306817.558199999853969,5447183.56819999963,66,306817.55820000003,5447183.56819999963,0.00000000000,66
306796.121199999936,5447174.186599999666,66,306796.12119999999,5447174.18659999967,1.00000000000,66
306796.121199999936,5447174.186599999666,67,306796.12119999999,5447174.18659999967,0.00000000000,67
306774.6842,5447164.804899999872,67,306774.68420000002,5447164.80489999987,1.00000000000,67
306774.6842,5447164.804899999872,68,306774.68420000002,5447164.80489999987,0.00000000000,68
306753.2472,5447155.423299999908,68,306753.24719999998,5447155.42329999991,1.00000000000,68
306753.2472,5447155.423299999908,69,306753.24719999998,5447155.42329999991,0.00000000000,69
306731.810200000181794,5447146.0416,69,306731.81020000001,5447146.04160000011,1.00000000000,69
306731.810200000181794,5447146.0416,70,306731.81020000001,5447146.04160000011,0.00000000000,70
306710.373200000263751,5447136.66,70,306710.37319999997,5447136.66000000015,1.00000000000,70
306710.373200000263751,5447136.66,71,306710.37319999997,5447136.66000000015,0.00000000000,71
306688.936200000345707,5447127.2783,71,306688.93620000000,5447127.27830000035,1.00000000000,71
306688.936200000345707,5447127.2783,72,306688.93620000000,5447127.27830000035,0.00000000000,72
306667.499200000427663,5447117.8967,72,306667.49920000002,5447117.89670000039,1.00000000000,72
306667.499200000427663,5447117.8967,73,306667.49920000002,5447117.89670000039,0.00000000000,73
306646.062199999578297,5447108.5151,73,306646.06219999999,5447108.51510000043,1.00000000000,73
306646.062199999578297,5447108.5151,74,306646.06219999999,5447108.51510000043,0.00000000000,74
306643.279400000348687,5447107.297199999914,74,306643.27940000000,5447107.29719999991,1.00000000000,74
306627.1469,5447119.721699999645,74,306627.14689999999,5447119.72169999965,2.00000000000,74
306627.1469,5447119.721699999645,75,306627.14689999999,5447119.72169999965,0.00000000000,75
306608.607699999585748,5447133.9996,75,306608.60769999999,5447133.99959999975,1.00000000000,75
306608.607699999585748,5447133.9996,76,306608.60769999999,5447133.99959999975,0.00000000000,76
306597.711900000460446,5447142.391,76,306597.71189999999,5447142.39099999983,1.00000000000,76
306606.478699999861419,5447146.417899999768,76,306606.47869999998,5447146.41789999977,2.00000000000,76
306606.478699999861419,5447146.417899999768,77,306606.47869999998,5447146.41789999977,0.00000000000,77
306627.742700000293553,5447156.185399999842,77,306627.74270000000,5447156.18539999984,1.00000000000,77
306627.742700000293553,5447156.185399999842,78,306627.74270000000,5447156.18539999984,0.00000000000,78
306649.006599999964,5447165.9528,78,306649.00660000002,5447165.95280000009,1.00000000000,78
306649.006599999964,5447165.9528,79,306649.00660000002,5447165.95280000009,0.00000000000,79
306670.270600000396371,5447175.7202,79,306670.27059999999,5447175.72020000033,1.00000000000,79
306670.270600000396371,5447175.7202,80,306670.27059999999,5447175.72020000033,0.00000000000,80
306691.534599999897182,5447185.4877,80,306691.53460000001,5447185.48770000041,1.00000000000,80
306691.534599999897182,5447185.4877,81,306691.53460000001,5447185.48770000041,0.00000000000,81
306712.798600000329316,5447195.2551,81,306712.79859999998,5447195.25509999972,1.00000000000,81
306712.798600000329316,5447195.2551,82,306712.79859999998,5447195.25509999972,0.00000000000,82
306734.062599999830127,5447205.0225,82,306734.06260000000,5447205.02249999996,1.00000000000,82
306734.062599999830127,5447205.0225,83,306734.06260000000,5447205.02249999996,0.00000000000,83
306755.32660000026226,5447214.79,83,306755.32659999997,5447214.79000000004,1.00000000000,83
306755.32660000026226,5447214.79,84,306755.32659999997,5447214.79000000004,0.00000000000,84
306776.590599999763072,5447224.55739999935,84,306776.59060000000,5447224.55740000028,1.00000000000,84
306776.590599999763072,5447224.55739999935,85,306776.59060000000,5447224.55740000028,0.00000000000,85
306797.854600000195205,5447234.324799999595,85,306797.85460000002,5447234.32479999959,1.00000000000,85
306797.854600000195205,5447234.324799999595,86,306797.85460000002,5447234.32479999959,0.00000000000,86
306819.118599999696016,5447244.092299999669,86,306819.11859999999,5447244.09229999967,1.00000000000,86
306819.118599999696016,5447244.092299999669,87,306819.11859999999,5447244.09229999967,0.00000000000,87
306840.38260000012815,5447253.859699999914,87,306840.38260000001,5447253.85969999991,1.00000000000,87
306840.38260000012815,5447253.859699999914,88,306840.38260000001,5447253.85969999991,0.00000000000,88
306861.646499999798834,5447263.6271,88,306861.64649999997,5447263.62710000016,1.00000000000,88
306861.646499999798834,5447263.6271,89,306861.64649999997,5447263.62710000016,0.00000000000,89
306882.910500000230968,5447273.3946,89,306882.91050000000,5447273.39460000023,1.00000000000,89
306882.910500000230968,5447273.3946,90,306882.91050000000,5447273.39460000023,0.00000000000,90
306904.174499999731779,5447283.162,90,306904.17450000002,5447283.16199999955,1.00000000000,90
306904.174499999731779,5447283.162,91,306904.17450000002,5447283.16199999955,0.00000000000,91
306925.438500000163913,5447292.9294,91,306925.43849999999,5447292.92939999979,1.00000000000,91
306925.438500000163913,5447292.9294,92,306925.43849999999,5447292.92939999979,0.00000000000,92
306946.702499999664724,5447302.696799999103,92,306946.70250000001,5447302.69680000003,1.00000000000,92
306946.702499999664724,5447302.696799999103,93,306946.70250000001,5447302.69680000003,0.00000000000,93
306967.9665,5447312.464299999177,93,306967.96649999998,5447312.46430000011,1.00000000000,93
306967.9665,5447312.464299999177,94,306967.96649999998,5447312.46430000011,0.00000000000,94
306989.230499999597669,5447322.231699999422,94,306989.23050000001,5447322.23170000035,1.00000000000,94
306989.230499999597669,5447322.231699999422,95,306989.23050000001,5447322.23170000035,0.00000000000,95
307010.4945,5447331.999099999666,95,307010.49449999997,5447331.99909999967,1.00000000000,95
307010.4945,5447331.999099999666,96,307010.49449999997,5447331.99909999967,0.00000000000,96
307031.758500000461936,5447341.766599999741,96,307031.75850000000,5447341.76659999974,1.00000000000,96
307031.758500000461936,5447341.766599999741,97,307031.75850000000,5447341.76659999974,0.00000000000,97
307053.022499999963,5447351.534,97,307053.02250000002,5447351.53399999999,1.00000000000,97
307053.022499999963,5447351.534,98,307053.02250000002,5447351.53399999999,0.00000000000,98
307074.286399999633431,5447361.3014,98,307074.28639999998,5447361.30140000023,1.00000000000,98
307074.286399999633431,5447361.3014,99,307074.28639999998,5447361.30140000023,0.00000000000,99
307095.5504,5447371.0689,99,307095.55040000001,5447371.06890000030,1.00000000000,99
307095.5504,5447371.0689,100,307095.55040000001,5447371.06890000030,0.00000000000,100
307116.814399999566376,5447380.8363,100,307116.81439999997,5447380.83629999962,1.00000000000,100
307116.814399999566376,5447380.8363,101,307116.81439999997,5447380.83629999962,0.00000000000,101
307138.0784,5447390.6037,101,307138.07840000000,5447390.60369999986,1.00000000000,101
307138.0784,5447390.6037,102,307138.07840000000,5447390.60369999986,0.00000000000,102
307159.342400000430644,5447400.3712,102,307159.34240000002,5447400.37119999994,1.00000000000,102
307159.342400000430644,5447400.3712,103,307159.34240000002,5447400.37119999994,0.00000000000,103
307180.606399999931,5447410.138599999249,103,307180.60639999999,5447410.13860000018,1.00000000000,103
307180.606399999931,5447410.138599999249,104,307180.60639999999,5447410.13860000018,0.00000000000,104
307195.879999999888241,5447417.1544,104,307195.88000000000,5447417.15440000035,1.00000000000,104
307199.121799999848008,5447422.8943,104,307199.12180000002,5447422.89429999981,2.00000000000,104
307199.121799999848008,5447422.8943,105,307199.12180000002,5447422.89429999981,0.00000000000,105
307210.629399999976,5447443.2692,105,307210.62939999998,5447443.26919999998,1.00000000000,105
307210.629399999976,5447443.2692,106,307210.62939999998,5447443.26919999998,0.00000000000,106
307222.136900000274181,5447463.644099999219,106,307222.13689999998,5447463.64410000015,1.00000000000,106
307222.136900000274181,5447463.644099999219,107,307222.13689999998,5447463.64410000015,0.00000000000,107
307233.644500000402331,5447484.01899999939,107,307233.64449999999,5447484.01900000032,1.00000000000,107
307233.644500000402331,5447484.01899999939,108,307233.64449999999,5447484.01900000032,0.00000000000,108
307245.151999999769032,5447504.393899999559,108,307245.15200000000,5447504.39389999956,1.00000000000,108
307245.151999999769032,5447504.393899999559,109,307245.15200000000,5447504.39389999956,0.00000000000,109
307245.991499999538064,5447505.8803,109,307245.99150000000,5447505.88030000031,1.00000000000,109
307226.3799,5447496.6085,109,307226.37990000000,5447496.60850000009,2.00000000000,109
307226.3799,5447496.6085,110,307226.37990000000,5447496.60850000009,0.00000000000,110
307205.224899999797344,5447486.6071,110,307205.22489999997,5447486.60709999967,1.00000000000,110
307205.224899999797344,5447486.6071,111,307205.22489999997,5447486.60709999967,0.00000000000,111
307184.070000000298023,5447476.605599999428,111,307184.07000000001,5447476.60560000036,1.00000000000,111
307184.070000000298023,5447476.605599999428,112,307184.07000000001,5447476.60560000036,0.00000000000,112
307162.915,5447466.604199999943,112,307162.91499999998,5447466.60419999994,1.00000000000,112
307162.915,5447466.604199999943,113,307162.91499999998,5447466.60419999994,0.00000000000,113
307141.760099999606609,5447456.6028,113,307141.76010000001,5447456.60280000046,1.00000000000,113
307141.760099999606609,5447456.6028,114,307141.76010000001,5447456.60280000046,0.00000000000,114
307120.605200000107288,5447446.601299999282,114,307120.60519999999,5447446.60130000021,1.00000000000,114
307120.605200000107288,5447446.601299999282,115,307120.60519999999,5447446.60130000021,0.00000000000,115
307099.450199999846518,5447436.599899999797,115,307099.45020000002,5447436.59989999980,1.00000000000,115
307099.450199999846518,5447436.599899999797,116,307099.45020000002,5447436.59989999980,0.00000000000,116
307078.295300000347197,5447426.5985,116,307078.29530000000,5447426.59850000031,1.00000000000,116
307078.295300000347197,5447426.5985,117,307078.29530000000,5447426.59850000031,0.00000000000,117
307057.140399999917,5447416.59699999914,117,307057.14039999997,5447416.59700000007,1.00000000000,117
307057.140399999917,5447416.59699999914,118,307057.14039999997,5447416.59700000007,0.00000000000,118
307035.985399999655783,5447406.595599999651,118,307035.98540000001,5447406.59559999965,1.00000000000,118
307035.985399999655783,5447406.595599999651,119,307035.98540000001,5447406.59559999965,0.00000000000,119
307014.830500000156462,5447396.5942,119,307014.83049999998,5447396.59420000017,1.00000000000,119
307014.830500000156462,5447396.5942,120,307014.83049999998,5447396.59420000017,0.00000000000,120
306993.675599999725819,5447386.5927,120,306993.67560000002,5447386.59269999992,1.00000000000,120
306993.675599999725819,5447386.5927,121,306993.67560000002,5447386.59269999992,0.00000000000,121
306972.520600000396371,5447376.591299999505,121,306972.52059999999,5447376.59130000044,1.00000000000,121
306972.520600000396371,5447376.591299999505,122,306972.52059999999,5447376.59130000044,0.00000000000,122
306951.365699999966,5447366.5898,122,306951.36570000002,5447366.58980000019,1.00000000000,122
306951.365699999966,5447366.5898,123,306951.36570000002,5447366.58980000019,0.00000000000,123
306930.210799999535084,5447356.5884,123,306930.21080000000,5447356.58839999977,1.00000000000,123
306930.210799999535084,5447356.5884,124,306930.21080000000,5447356.58839999977,0.00000000000,124
306909.055800000205636,5447346.58699999936,124,306909.05579999997,5447346.58700000029,1.00000000000,124
306909.055800000205636,5447346.58699999936,125,306909.05579999997,5447346.58700000029,0.00000000000,125
306887.900899999774992,5447336.5855,125,306887.90090000001,5447336.58550000004,1.00000000000,125
306887.900899999774992,5447336.5855,126,306887.90090000001,5447336.58550000004,0.00000000000,126
306866.745900000445545,5447326.5841,126,306866.74589999998,5447326.58409999963,1.00000000000,126
306866.745900000445545,5447326.5841,127,306866.74589999998,5447326.58409999963,0.00000000000,127
306845.591,5447316.582699999213,127,306845.59100000001,5447316.58270000014,1.00000000000,127
306845.591,5447316.582699999213,128,306845.59100000001,5447316.58270000014,0.00000000000,128
306824.436099999584258,5447306.581199999899,128,306824.43609999999,5447306.58119999990,1.00000000000,128
306824.436099999584258,5447306.581199999899,129,306824.43609999999,5447306.58119999990,0.00000000000,129
306803.28110000025481,5447296.5798,129,306803.28110000002,5447296.57980000041,1.00000000000,129
306803.28110000025481,5447296.5798,130,306803.28110000002,5447296.57980000041,0.00000000000,130
306782.126199999824166,5447286.5784,130,306782.12620000000,5447286.57840000000,1.00000000000,130
306782.126199999824166,5447286.5784,131,306782.12620000000,5447286.57840000000,0.00000000000,131
306760.971300000324845,5447276.576899999753,131,306760.97129999998,5447276.57689999975,1.00000000000,131
306760.971300000324845,5447276.576899999753,132,306760.97129999998,5447276.57689999975,0.00000000000,132
306739.8163,5447266.5755,132,306739.81630000001,5447266.57550000027,1.00000000000,132
306739.8163,5447266.5755,133,306739.81630000001,5447266.57550000027,0.00000000000,133
306718.661399999633431,5447256.5741,133,306718.66139999998,5447256.57409999985,1.00000000000,133
306718.661399999633431,5447256.5741,134,306718.66139999998,5447256.57409999985,0.00000000000,134
306697.50650000013411,5447246.572599999607,134,306697.50650000002,5447246.57259999961,1.00000000000,134
306697.50650000013411,5447246.572599999607,135,306697.50650000002,5447246.57259999961,0.00000000000,135
306676.351499999873,5447236.5712,135,306676.35149999999,5447236.57120000012,1.00000000000,135
306676.351499999873,5447236.5712,136,306676.35149999999,5447236.57120000012,0.00000000000,136
306655.196600000374019,5447226.5698,136,306655.19660000002,5447226.56979999971,1.00000000000,136
306655.196600000374019,5447226.5698,137,306655.19660000002,5447226.56979999971,0.00000000000,137
306634.041600000113249,5447216.568299999461,137,306634.04160000000,5447216.56830000039,1.00000000000,137
306634.041600000113249,5447216.568299999461,138,306634.04160000000,5447216.56830000039,0.00000000000,138
306612.886699999682605,5447206.566899999976,138,306612.88669999997,5447206.56689999998,1.00000000000,138
306612.886699999682605,5447206.566899999976,139,306612.88669999997,5447206.56689999998,0.00000000000,139
306591.731800000183284,5447196.5655,139,306591.73180000001,5447196.56549999956,1.00000000000,139
306591.731800000183284,5447196.5655,140,306591.73180000001,5447196.56549999956,0.00000000000,140
306570.576799999923,5447186.56399999931,140,306570.57679999998,5447186.56400000025,1.00000000000,140
306570.576799999923,5447186.56399999931,141,306570.57679999998,5447186.56400000025,0.00000000000,141
306556.686300000175834,5447179.99699999951,141,306556.68630000000,5447179.99700000044,1.00000000000,141
306550.758399999700487,5447185.42159999907,141,306550.75839999999,5447185.42160000000,2.00000000000,141
306550.758399999700487,5447185.42159999907,142,306550.75839999999,5447185.42160000000,0.00000000000,142
306533.4956,5447201.219,142,306533.49560000002,5447201.21899999958,1.00000000000,142
306533.4956,5447201.219,143,306533.49560000002,5447201.21899999958,0.00000000000,143
306516.232800000347197,5447217.0163,143,306516.23280000000,5447217.01630000025,1.00000000000,143
306516.232800000347197,5447217.0163,144,306516.23280000000,5447217.01630000025,0.00000000000,144
306515.588499999605119,5447217.6059,144,306515.58850000001,5447217.60589999985,1.00000000000,144
306535.875900000333786,5447227.397199999541,144,306535.87589999998,5447227.39719999954,2.00000000000,144
306535.875900000333786,5447227.397199999541,145,306535.87589999998,5447227.39719999954,0.00000000000,145
306556.949900000356138,5447237.5681,145,306556.94990000001,5447237.56809999980,1.00000000000,145
306556.949900000356138,5447237.5681,146,306556.94990000001,5447237.56809999980,0.00000000000,146
306578.023900000378489,5447247.739,146,306578.02389999997,5447247.73900000006,1.00000000000,146
306578.023900000378489,5447247.739,147,306578.02389999997,5447247.73900000006,0.00000000000,147
306599.097900000400841,5447257.9099,147,306599.09789999999,5447257.90990000032,1.00000000000,147
306599.097900000400841,5447257.9099,148,306599.09789999999,5447257.90990000032,0.00000000000,148
306620.171900000423193,5447268.0808,148,306620.17190000002,5447268.08079999965,1.00000000000,148
306620.171900000423193,5447268.0808,149,306620.17190000002,5447268.08079999965,0.00000000000,149
306641.245799999684095,5447278.2517,149,306641.24579999998,5447278.25169999991,1.00000000000,149
306641.245799999684095,5447278.2517,150,306641.24579999998,5447278.25169999991,0.00000000000,150
306662.319799999706447,5447288.422599999234,150,306662.31980000000,5447288.42260000017,1.00000000000,150
306662.319799999706447,5447288.422599999234,151,306662.31980000000,5447288.42260000017,0.00000000000,151
306683.393799999728799,5447298.593499999493,151,306683.39380000002,5447298.59350000042,1.00000000000,151
306683.393799999728799,5447298.593499999493,152,306683.39380000002,5447298.59350000042,0.00000000000,152
