X,Y,ET_ID,FID_JustSo,ET_X,ET_Y,ET_ORDER,ET_IDP
306389.905399999581277,5448168.365,131,1,306389.90539999999,5448168.36500000022,0.00000000000,131
306399.403699999675155,5448171.492799999192,131,1,306399.40370000002,5448171.49280000012,1.00000000000,131
306399.403699999675155,5448171.492799999192,132,1,306399.40370000002,5448171.49280000012,0.00000000000,132
306408.901899999939,5448174.6206,132,1,306408.90190000000,5448174.62060000002,1.00000000000,132
306408.901899999939,5448174.6206,133,1,306408.90190000000,5448174.62060000002,0.00000000000,133
306418.4002,5448177.7484,133,1,306418.40019999997,5448177.74839999992,1.00000000000,133
306418.4002,5448177.7484,134,1,306418.40019999997,5448177.74839999992,0.00000000000,134
306426.704599999822676,5448180.4831,134,1,306426.70460000000,5448180.48309999984,1.00000000000,134
306427.884899999946,5448180.9151,134,1,306427.88490000000,5448180.91509999987,2.00000000000,134
306427.884899999946,5448180.9151,135,1,306427.88490000000,5448180.91509999987,0.00000000000,135
306437.275700000114739,5448184.352099999785,135,1,306437.27570000000,5448184.35209999979,1.00000000000,135
306437.275700000114739,5448184.352099999785,136,1,306437.27570000000,5448184.35209999979,0.00000000000,136
306446.666500000283122,5448187.789,136,1,306446.66649999999,5448187.78899999987,1.00000000000,136
306446.666500000283122,5448187.789,137,1,306446.66649999999,5448187.78899999987,0.00000000000,137
306456.057300000451505,5448191.22599999979,137,1,306456.05729999999,5448191.22599999979,1.00000000000,137
306456.057300000451505,5448191.22599999979,138,1,306456.05729999999,5448191.22599999979,0.00000000000,138
306465.448099999688566,5448194.663,138,1,306465.44809999998,5448194.66299999971,1.00000000000,138
306465.448099999688566,5448194.663,139,1,306465.44809999998,5448194.66299999971,0.00000000000,139
306474.838899999856949,5448198.1,139,1,306474.83889999997,5448198.09999999963,1.00000000000,139
306474.838899999856949,5448198.1,140,1,306474.83889999997,5448198.09999999963,0.00000000000,140
306484.229799999855459,5448201.537,140,1,306484.22979999997,5448201.53699999955,1.00000000000,140
306484.229799999855459,5448201.537,141,1,306484.22979999997,5448201.53699999955,0.00000000000,141
306493.6206,5448204.973899999633,141,1,306493.62060000002,5448204.97389999963,1.00000000000,141
306493.6206,5448204.973899999633,142,1,306493.62060000002,5448204.97389999963,0.00000000000,142
306500.153099999763072,5448207.3648,142,1,306500.15310000000,5448207.36479999963,1.00000000000,142
306502.858900000341237,5448208.7587,142,1,306502.85889999999,5448208.75870000012,2.00000000000,142
306502.858900000341237,5448208.7587,143,1,306502.85889999999,5448208.75870000012,0.00000000000,143
306511.748599999584258,5448213.338199999183,143,1,306511.74859999999,5448213.33820000011,1.00000000000,143
306511.748599999584258,5448213.338199999183,144,1,306511.74859999999,5448213.33820000011,0.00000000000,144
306520.638299999758601,5448217.917799999937,144,1,306520.63829999999,5448217.91779999994,1.00000000000,144
306520.638299999758601,5448217.917799999937,145,1,306520.63829999999,5448217.91779999994,0.00000000000,145
306529.528099999763072,5448222.4974,145,1,306529.52810000000,5448222.49739999976,1.00000000000,145
306529.528099999763072,5448222.4974,146,1,306529.52810000000,5448222.49739999976,0.00000000000,146
306538.417799999937,5448227.076899999753,146,1,306538.41780000000,5448227.07689999975,1.00000000000,146
306538.417799999937,5448227.076899999753,147,1,306538.41780000000,5448227.07689999975,0.00000000000,147
306547.307599999942,5448231.6565,147,1,306547.30760000000,5448231.65649999958,1.00000000000,147
306547.307599999942,5448231.6565,148,1,306547.30760000000,5448231.65649999958,0.00000000000,148
306556.197300000116229,5448236.236099999398,148,1,306556.19730000000,5448236.23610000033,1.00000000000,148
306556.197300000116229,5448236.236099999398,149,1,306556.19730000000,5448236.23610000033,0.00000000000,149
306565.087100000120699,5448240.8156,149,1,306565.08710000000,5448240.81560000032,1.00000000000,149
306565.087100000120699,5448240.8156,150,1,306565.08710000000,5448240.81560000032,0.00000000000,150
306573.976800000295043,5448245.395199999213,150,1,306573.97680000000,5448245.39520000014,1.00000000000,150
306573.976800000295043,5448245.395199999213,151,1,306573.97680000000,5448245.39520000014,0.00000000000,151
306582.866600000299513,5448249.974799999967,151,1,306582.86660000001,5448249.97479999997,1.00000000000,151
306582.866600000299513,5448249.974799999967,152,1,306582.86660000001,5448249.97479999997,0.00000000000,152
306583.973299999721348,5448250.5449,152,1,306583.97330000001,5448250.54490000010,1.00000000000,152
306591.917100000195205,5448254.2254,152,1,306591.91710000002,5448254.22539999988,2.00000000000,152
306591.917100000195205,5448254.2254,153,1,306591.91710000002,5448254.22539999988,0.00000000000,153
306600.990600000135601,5448258.4294,153,1,306600.99060000002,5448258.42939999979,1.00000000000,153
306600.990600000135601,5448258.4294,154,1,306600.99060000002,5448258.42939999979,0.00000000000,154
306610.064000000245869,5448262.6333,154,1,306610.06400000001,5448262.63329999987,1.00000000000,154
306610.064000000245869,5448262.6333,155,1,306610.06400000001,5448262.63329999987,0.00000000000,155
306619.137400000356138,5448266.8372,155,1,306619.13740000001,5448266.83719999995,1.00000000000,155
306619.137400000356138,5448266.8372,156,1,306619.13740000001,5448266.83719999995,0.00000000000,156
306628.210799999535084,5448271.041099999,156,1,306628.21080000000,5448271.04110000003,1.00000000000,156
306628.210799999535084,5448271.041099999,157,1,306628.21080000000,5448271.04110000003,0.00000000000,157
306637.284300000406802,5448275.24499999918,157,1,306637.28430000000,5448275.24500000011,1.00000000000,157
306637.284300000406802,5448275.24499999918,158,1,306637.28430000000,5448275.24500000011,0.00000000000,158
306638.795,5448275.945,158,1,306638.79499999998,5448275.94500000030,1.00000000000,158
306646.021399999969,5448280.0985,158,1,306646.02140000003,5448280.09850000031,2.00000000000,158
306646.021399999969,5448280.0985,159,1,306646.02140000003,5448280.09850000031,0.00000000000,159
306654.6913,5448285.081599999219,159,1,306654.69130000001,5448285.08160000015,1.00000000000,159
306654.6913,5448285.081599999219,160,1,306654.69130000001,5448285.08160000015,0.00000000000,160
306663.3613,5448290.064799999818,160,1,306663.36129999999,5448290.06479999982,1.00000000000,160
306663.3613,5448290.064799999818,161,1,306663.36129999999,5448290.06479999982,0.00000000000,161
306672.0312,5448295.048,161,1,306672.03120000003,5448295.04800000042,1.00000000000,161
306672.0312,5448295.048,162,1,306672.03120000003,5448295.04800000042,0.00000000000,162
306680.7012,5448300.031199999154,162,1,306680.70120000001,5448300.03120000008,1.00000000000,162
306680.7012,5448300.031199999154,163,1,306680.70120000001,5448300.03120000008,0.00000000000,163
306684.091799999587238,5448301.98,163,1,306684.09179999999,5448301.98000000045,1.00000000000,163
306689.826899999752641,5448304.0263,163,1,306689.82689999999,5448304.02630000003,2.00000000000,163
306689.826899999752641,5448304.0263,164,1,306689.82689999999,5448304.02630000003,0.00000000000,164
306699.245299999602139,5448307.3869,164,1,306699.24530000001,5448307.38690000027,1.00000000000,164
306699.245299999602139,5448307.3869,165,1,306699.24530000001,5448307.38690000027,0.00000000000,165
306708.66370000038296,5448310.7474,165,1,306708.66369999998,5448310.74739999976,1.00000000000,165
306708.66370000038296,5448310.7474,166,1,306708.66369999998,5448310.74739999976,0.00000000000,166
306718.082100000232458,5448314.10799999908,166,1,306718.08210000000,5448314.10800000001,1.00000000000,166
306718.082100000232458,5448314.10799999908,167,1,306718.08210000000,5448314.10800000001,0.00000000000,167
306727.5005,5448317.468599999323,167,1,306727.50050000002,5448317.46860000025,1.00000000000,167
306727.5005,5448317.468599999323,168,1,306727.50050000002,5448317.46860000025,0.00000000000,168
306729.176900000311434,5448318.0667,168,1,306729.17690000002,5448318.06670000032,1.00000000000,168
306737.053100000135601,5448320.4197,168,1,306737.05310000002,5448320.41970000044,2.00000000000,168
306737.053100000135601,5448320.4197,169,1,306737.05310000002,5448320.41970000044,0.00000000000,169
306746.634600000455976,5448323.282299999148,169,1,306746.63459999999,5448323.28230000008,1.00000000000,169
306746.634600000455976,5448323.282299999148,170,1,306746.63459999999,5448323.28230000008,0.00000000000,170
306756.216099999845028,5448326.144799999893,170,1,306756.21610000002,5448326.14479999989,1.00000000000,170
306756.216099999845028,5448326.144799999893,171,1,306756.21610000002,5448326.14479999989,0.00000000000,171
306765.7977,5448329.0073,171,1,306765.79770000000,5448329.00729999971,1.00000000000,171
306765.7977,5448329.0073,172,1,306765.79770000000,5448329.00729999971,0.00000000000,172
306775.379200000315905,5448331.86979999952,172,1,306775.37920000002,5448331.86980000045,1.00000000000,172
306775.379200000315905,5448331.86979999952,173,1,306775.37920000002,5448331.86980000045,0.00000000000,173
306780.188699999824166,5448333.3067,173,1,306780.18870000000,5448333.30669999961,1.00000000000,173
306785.079800000414252,5448334.245799999684,173,1,306785.07980000001,5448334.24579999968,2.00000000000,173
306785.079800000414252,5448334.245799999684,174,1,306785.07980000001,5448334.24579999968,0.00000000000,174
306794.900399999693036,5448336.1314,174,1,306794.90039999998,5448336.13140000030,1.00000000000,174
306794.900399999693036,5448336.1314,175,1,306794.90039999998,5448336.13140000030,0.00000000000,175
306804.721099999733269,5448338.017,175,1,306804.72110000002,5448338.01699999999,1.00000000000,175
306804.721099999733269,5448338.017,176,1,306804.72110000002,5448338.01699999999,0.00000000000,176
306806.646999999880791,5448338.3868,176,1,306806.64700000000,5448338.38680000044,1.00000000000,176
306814.61780000012368,5448339.4306,176,1,306814.61780000001,5448339.43059999961,2.00000000000,176
306814.61780000012368,5448339.4306,177,1,306814.61780000001,5448339.43059999961,0.00000000000,177
306824.533200000412762,5448340.729,177,1,306824.53320000001,5448340.72900000028,1.00000000000,177
306824.533200000412762,5448340.729,178,1,306824.53320000001,5448340.72900000028,0.00000000000,178
306834.4485,5448342.0274,178,1,306834.44850000000,5448342.02740000002,1.00000000000,178
306834.4485,5448342.0274,179,1,306834.44850000000,5448342.02740000002,0.00000000000,179
306842.207100000232458,5448343.0434,179,1,306842.20710000000,5448343.04339999985,1.00000000000,179
306844.291799999773502,5448343.6644,179,1,306844.29180000001,5448343.66440000013,2.00000000000,179
306844.291799999773502,5448343.6644,180,1,306844.29180000001,5448343.66440000013,0.00000000000,180
306853.875599999912,5448346.519099999219,180,1,306853.87560000003,5448346.51910000015,1.00000000000,180
306853.875599999912,5448346.519099999219,181,1,306853.87560000003,5448346.51910000015,0.00000000000,181
306863.459499999880791,5448349.3739,181,1,306863.45950000000,5448349.37390000001,1.00000000000,181
306863.459499999880791,5448349.3739,182,1,306863.45950000000,5448349.37390000001,0.00000000000,182
306873.0433,5448352.2287,182,1,306873.04330000002,5448352.22869999986,1.00000000000,182
306873.0433,5448352.2287,183,1,306873.04330000002,5448352.22869999986,0.00000000000,183
306882.627199999988,5448355.083399999887,183,1,306882.62719999999,5448355.08339999989,1.00000000000,183
306882.627199999988,5448355.083399999887,184,1,306882.62719999999,5448355.08339999989,0.00000000000,184
306891.948900000192225,5448357.860099999234,184,1,306891.94890000002,5448357.86010000017,1.00000000000,184
306892.211799999698997,5448357.935799999163,184,1,306892.21179999999,5448357.93580000009,2.00000000000,184
306892.211799999698997,5448357.935799999163,185,1,306892.21179999999,5448357.93580000009,0.00000000000,185
306901.821100000292063,5448360.7036,185,1,306901.82110000000,5448360.70359999966,1.00000000000,185
306901.821100000292063,5448360.7036,186,1,306901.82110000000,5448360.70359999966,0.00000000000,186
306911.430499999783933,5448363.4713,186,1,306911.43050000002,5448363.47130000032,1.00000000000,186
306911.430499999783933,5448363.4713,187,1,306911.43050000002,5448363.47130000032,0.00000000000,187
306921.039800000376999,5448366.239,187,1,306921.03980000003,5448366.23900000006,1.00000000000,187
306921.039800000376999,5448366.239,188,1,306921.03980000003,5448366.23900000006,0.00000000000,188
306930.6491,5448369.006799999624,188,1,306930.64909999998,5448369.00679999962,1.00000000000,188
306930.6491,5448369.006799999624,189,1,306930.64909999998,5448369.00679999962,0.00000000000,189
306940.258500000461936,5448371.774499999359,189,1,306940.25850000000,5448371.77450000029,1.00000000000,189
306940.258500000461936,5448371.774499999359,190,1,306940.25850000000,5448371.77450000029,0.00000000000,190
306949.86780000012368,5448374.5423,190,1,306949.86780000001,5448374.54229999986,1.00000000000,190
306949.86780000012368,5448374.5423,191,1,306949.86780000001,5448374.54229999986,0.00000000000,191
306957.354000000283122,5448376.6985,191,1,306957.35399999999,5448376.69849999994,1.00000000000,191
306959.519999999552965,5448377.13499999978,191,1,306959.52000000002,5448377.13499999978,2.00000000000,191
306959.519999999552965,5448377.13499999978,192,1,306959.52000000002,5448377.13499999978,0.00000000000,192
306969.322800000198185,5448379.110799999908,192,1,306969.32280000002,5448379.11079999991,1.00000000000,192
306969.322800000198185,5448379.110799999908,193,1,306969.32280000002,5448379.11079999991,0.00000000000,193
306979.125699999742,5448381.0866,193,1,306979.12569999998,5448381.08660000004,1.00000000000,193
306979.125699999742,5448381.0866,194,1,306979.12569999998,5448381.08660000004,0.00000000000,194
306984.659099999815226,5448382.201799999923,194,1,306984.65909999999,5448382.20179999992,1.00000000000,194
306988.998499999754131,5448382.5745,194,1,306988.99849999999,5448382.57450000010,2.00000000000,194
306988.998499999754131,5448382.5745,195,1,306988.99849999999,5448382.57450000010,0.00000000000,195
306998.961799999698997,5448383.430299999192,195,1,306998.96179999999,5448383.43030000012,1.00000000000,195
306998.961799999698997,5448383.430299999192,196,1,306998.96179999999,5448383.43030000012,0.00000000000,196
307008.925099999643862,5448384.286,196,1,307008.92509999999,5448384.28600000031,1.00000000000,196
307008.925099999643862,5448384.286,197,1,307008.92509999999,5448384.28600000031,0.00000000000,197
307018.888399999588728,5448385.141799999401,197,1,307018.88840000000,5448385.14180000033,1.00000000000,197
307018.888399999588728,5448385.141799999401,198,1,307018.88840000000,5448385.14180000033,0.00000000000,198
307019.160799999721348,5448385.1652,198,1,307019.16080000001,5448385.16519999970,1.00000000000,198
307028.886800000444055,5448385.0534,198,1,307028.88679999998,5448385.05339999963,2.00000000000,198
307028.886800000444055,5448385.0534,199,1,307028.88679999998,5448385.05339999963,0.00000000000,199
307037.575799999758601,5448384.9535,199,1,307037.57579999999,5448384.95349999983,1.00000000000,199
307038.86670000012964,5448384.72829999961,199,1,307038.86670000001,5448384.72829999961,2.00000000000,199
307038.86670000012964,5448384.72829999961,200,1,307038.86670000001,5448384.72829999961,0.00000000000,200
307048.718000000342727,5448383.010099999607,200,1,307048.71799999999,5448383.01009999961,1.00000000000,200
307048.718000000342727,5448383.010099999607,201,1,307048.71799999999,5448383.01009999961,0.00000000000,201
307055.779199999757111,5448381.7785,201,1,307055.77919999999,5448381.77850000001,1.00000000000,201
307058.414300000295043,5448380.740399999544,201,1,307058.41430000000,5448380.74039999954,2.00000000000,201
307058.414300000295043,5448380.740399999544,202,1,307058.41430000000,5448380.74039999954,0.00000000000,202
307067.718399999663234,5448377.0752,202,1,307067.71840000001,5448377.07519999985,1.00000000000,202
307067.718399999663234,5448377.0752,203,1,307067.71840000001,5448377.07519999985,0.00000000000,203
307069.749200000427663,5448376.2752,203,1,307069.74920000002,5448376.27520000003,1.00000000000,203
307076.57120000012219,5448372.4581,203,1,307076.57120000001,5448372.45810000040,2.00000000000,203
307076.57120000012219,5448372.4581,204,1,307076.57120000001,5448372.45810000040,0.00000000000,204
307085.298000000417233,5448367.5752,204,1,307085.29800000001,5448367.57519999985,1.00000000000,204
307085.298000000417233,5448367.5752,205,1,307085.29800000001,5448367.57519999985,0.00000000000,205
307087.529299999587238,5448366.326799999923,205,1,307087.52929999999,5448366.32679999992,1.00000000000,205
307093.323200000450015,5448361.6543,205,1,307093.32319999998,5448361.65429999959,2.00000000000,205
307093.323200000450015,5448361.6543,206,1,307093.32319999998,5448361.65429999959,0.00000000000,206
307100.652599999681115,5448355.743499999866,206,1,307100.65259999997,5448355.74349999987,1.00000000000,206
307101.110500000417233,5448355.380799999461,206,1,307101.11050000001,5448355.38080000039,2.00000000000,206
307101.110500000417233,5448355.380799999461,207,1,307101.11050000001,5448355.38080000039,0.00000000000,207
307108.948900000192225,5448349.1711,207,1,307108.94890000002,5448349.17109999992,1.00000000000,207
307108.948900000192225,5448349.1711,208,1,307108.94890000002,5448349.17109999992,0.00000000000,208
307116.787299999967,5448342.9615,208,1,307116.78730000003,5448342.96150000021,1.00000000000,208
307116.787299999967,5448342.9615,209,1,307116.78730000003,5448342.96150000021,0.00000000000,209
307116.951000000350177,5448342.8318,209,1,307116.95100000000,5448342.83179999981,1.00000000000,209
307123.492700000293553,5448335.5467,209,1,307123.49270000000,5448335.54669999983,2.00000000000,209
307123.492700000293553,5448335.5467,210,1,307123.49270000000,5448335.54669999983,0.00000000000,210
307126.264299999923,5448332.4601,210,1,307126.26429999998,5448332.46009999979,1.00000000000,210
307128.152499999850988,5448326.92149999924,210,1,307128.15250000003,5448326.92150000017,2.00000000000,210
307128.152499999850988,5448326.92149999924,211,1,307128.15250000003,5448326.92150000017,0.00000000000,211
307129.439299999736249,5448323.1467,211,1,307129.43930000003,5448323.14670000039,1.00000000000,211
307128.963700000196695,5448317.153599999845,211,1,307128.96370000002,5448317.15359999985,2.00000000000,211
307128.963700000196695,5448317.153599999845,212,1,307128.96370000002,5448317.15359999985,0.00000000000,212
307128.381,5448309.811699999496,212,1,307128.38099999999,5448309.81170000043,1.00000000000,212
307127.303899999707937,5448307.406899999827,212,1,307127.30390000000,5448307.40689999983,2.00000000000,212
307127.303899999707937,5448307.406899999827,213,1,307127.30390000000,5448307.40689999983,0.00000000000,213
307123.216,5448298.2806,213,1,307123.21600000001,5448298.28060000017,1.00000000000,213
307123.216,5448298.2806,214,1,307123.21600000001,5448298.28060000017,0.00000000000,214
307119.279299999587238,5448289.491699999198,214,1,307119.27929999999,5448289.49170000013,1.00000000000,214
307119.1842,5448289.1344,214,1,307119.18420000002,5448289.13439999986,2.00000000000,214
307119.1842,5448289.1344,215,1,307119.18420000002,5448289.13439999986,0.00000000000,215
307116.613199999555945,5448279.470599999651,215,1,307116.61320000002,5448279.47059999965,1.00000000000,215
307116.613199999555945,5448279.470599999651,216,1,307116.61320000002,5448279.47059999965,0.00000000000,216
307114.042100000195205,5448269.8068,216,1,307114.04210000002,5448269.80680000037,1.00000000000,216
307114.042100000195205,5448269.8068,217,1,307114.04210000002,5448269.80680000037,0.00000000000,217
307113.140999999828637,5448266.4199,217,1,307113.14100000000,5448266.41990000010,1.00000000000,217
307110.718999999575317,5448260.3931,217,1,307110.71899999998,5448260.39309999999,2.00000000000,217
307110.718999999575317,5448260.3931,218,1,307110.71899999998,5448260.39309999999,0.00000000000,218
307106.9901,5448251.11429999955,218,1,307106.99010000000,5448251.11429999955,1.00000000000,218
307106.9901,5448251.11429999955,219,1,307106.99010000000,5448251.11429999955,0.00000000000,219
307104.039300000295043,5448243.7716,219,1,307104.03930000000,5448243.77159999963,1.00000000000,219
307103.273199999704957,5448241.8308,219,1,307103.27320000000,5448241.83079999965,2.00000000000,219
307103.273199999704957,5448241.8308,220,1,307103.27320000000,5448241.83079999965,0.00000000000,220
307099.601499999873,5448232.5292,220,1,307099.60149999999,5448232.52919999976,1.00000000000,220
307099.601499999873,5448232.5292,221,1,307099.60149999999,5448232.52919999976,0.00000000000,221
307095.929899999872,5448223.2276,221,1,307095.92989999999,5448223.22759999987,1.00000000000,221
307095.929899999872,5448223.2276,222,1,307095.92989999999,5448223.22759999987,0.00000000000,222
307094.514299999923,5448219.641499999911,222,1,307094.51429999998,5448219.64149999991,1.00000000000,222
307091.698300000280142,5448214.180199999362,222,1,307091.69829999999,5448214.18020000029,2.00000000000,222
307091.698300000280142,5448214.180199999362,223,1,307091.69829999999,5448214.18020000029,0.00000000000,223
307087.115399999544024,5448205.292099999264,223,1,307087.11540000001,5448205.29210000020,1.00000000000,223
307087.115399999544024,5448205.292099999264,224,1,307087.11540000001,5448205.29210000020,0.00000000000,224
307082.532599999569356,5448196.4041,224,1,307082.53259999998,5448196.40409999993,1.00000000000,224
307082.532599999569356,5448196.4041,225,1,307082.53259999998,5448196.40409999993,0.00000000000,225
307080.544300000183284,5448192.5481,225,1,307080.54430000001,5448192.54810000025,1.00000000000,225
307078.728000000119209,5448187.185799999163,225,1,307078.72800000000,5448187.18580000009,2.00000000000,225
307078.728000000119209,5448187.185799999163,226,1,307078.72800000000,5448187.18580000009,0.00000000000,226
307075.519899999722838,5448177.714299999177,226,1,307075.51990000001,5448177.71430000011,1.00000000000,226
307075.519899999722838,5448177.714299999177,227,1,307075.51990000001,5448177.71430000011,0.00000000000,227
307072.31180000025779,5448168.2429,227,1,307072.31180000002,5448168.24289999995,1.00000000000,227
307072.31180000025779,5448168.2429,228,1,307072.31180000002,5448168.24289999995,0.00000000000,228
307071.654199999757111,5448166.3014,228,1,307071.65419999999,5448166.30140000023,1.00000000000,228
307070.246899999678135,5448158.4768,228,1,307070.24690000003,5448158.47680000030,2.00000000000,228
307070.246899999678135,5448158.4768,229,1,307070.24690000003,5448158.47680000030,0.00000000000,229
307068.476800000295043,5448148.6347,229,1,307068.47680000000,5448148.63470000029,1.00000000000,229
307068.476800000295043,5448148.6347,230,1,307068.47680000000,5448148.63470000029,0.00000000000,230
307066.706600000150502,5448138.7926,230,1,307066.70659999998,5448138.79260000028,1.00000000000,230
307066.706600000150502,5448138.7926,231,1,307066.70659999998,5448138.79260000028,0.00000000000,231
307066.362599999643862,5448136.879699999467,231,1,307066.36259999999,5448136.87970000040,1.00000000000,231
307065.676900000311434,5448128.8526,231,1,307065.67690000002,5448128.85259999987,2.00000000000,231
307065.676900000311434,5448128.8526,232,1,307065.67690000002,5448128.85259999987,0.00000000000,232
307064.825699999928,5448118.8889,232,1,307064.82569999999,5448118.88889999967,1.00000000000,232
307064.825699999928,5448118.8889,233,1,307064.82569999999,5448118.88889999967,0.00000000000,233
307063.974499999545515,5448108.9251,233,1,307063.97450000001,5448108.92509999964,1.00000000000,233
307063.974499999545515,5448108.9251,234,1,307063.97450000001,5448108.92509999964,0.00000000000,234
307063.1233,5448098.9614,234,1,307063.12329999998,5448098.96140000038,1.00000000000,234
307063.1233,5448098.9614,235,1,307063.12329999998,5448098.96140000038,0.00000000000,235
307062.7642,5448094.757899999619,235,1,307062.76419999998,5448094.75789999962,1.00000000000,235
307062.312199999578297,5448088.9944,235,1,307062.31219999999,5448088.99440000020,2.00000000000,235
307062.312199999578297,5448088.9944,236,1,307062.31219999999,5448088.99440000020,0.00000000000,236
307061.530299999751151,5448079.0251,236,1,307061.53029999998,5448079.02510000020,1.00000000000,236
307061.530299999751151,5448079.0251,237,1,307061.53029999998,5448079.02510000020,0.00000000000,237
307060.748399999924,5448069.0557,237,1,307060.74839999998,5448069.05570000038,1.00000000000,237
307060.748399999924,5448069.0557,238,1,307060.74839999998,5448069.05570000038,0.00000000000,238
307059.9665,5448059.0863,238,1,307059.96649999998,5448059.08629999962,1.00000000000,238
307059.9665,5448059.0863,239,1,307059.96649999998,5448059.08629999962,0.00000000000,239
307059.184500000439584,5448049.1169,239,1,307059.18449999997,5448049.11689999979,1.00000000000,239
307059.184500000439584,5448049.1169,240,1,307059.18449999997,5448049.11689999979,0.00000000000,240
307058.530899999663234,5448040.7828,240,1,307058.53090000001,5448040.78280000016,1.00000000000,240
307058.3947,5448039.148199999705,240,1,307058.39470000000,5448039.14819999970,2.00000000000,240
307058.3947,5448039.148199999705,241,1,307058.39470000000,5448039.14819999970,0.00000000000,241
307057.564199999906,5448029.1827,241,1,307057.56420000002,5448029.18269999977,1.00000000000,241
307057.564199999906,5448029.1827,242,1,307057.56420000002,5448029.18269999977,0.00000000000,242
307057.049200000241399,5448023.0028,242,1,307057.04920000001,5448023.00279999990,1.00000000000,242
307057.451000000350177,5448019.2254,242,1,307057.45100000000,5448019.22539999988,2.00000000000,242
307057.451000000350177,5448019.2254,243,1,307057.45100000000,5448019.22539999988,0.00000000000,243
307058.508899999782443,5448009.2816,243,1,307058.50890000002,5448009.28160000034,1.00000000000,243
307058.508899999782443,5448009.2816,244,1,307058.50890000002,5448009.28160000034,0.00000000000,244
307059.566800000146031,5447999.3377,244,1,307059.56679999997,5447999.33770000003,1.00000000000,244
307059.566800000146031,5447999.3377,245,1,307059.56679999997,5447999.33770000003,0.00000000000,245
307060.2242,5447993.1577,245,1,307060.22420000000,5447993.15770000033,1.00000000000,245
307061.2922,5447989.526399999857,245,1,307061.29220000003,5447989.52639999986,2.00000000000,245
307061.2922,5447989.526399999857,246,1,307061.29220000003,5447989.52639999986,0.00000000000,246
307063.399199999869,5447982.3627,246,1,307063.39919999999,5447982.36270000041,1.00000000000,246
307064.637500000186265,5447980.1531,246,1,307064.63750000001,5447980.15309999976,2.00000000000,246
307064.637500000186265,5447980.1531,247,1,307064.63750000001,5447980.15309999976,0.00000000000,247
307069.526499999687076,5447971.4297,247,1,307069.52649999998,5447971.42970000021,1.00000000000,247
307069.526499999687076,5447971.4297,248,1,307069.52649999998,5447971.42970000021,0.00000000000,248
307074.194199999794364,5447963.10099999979,248,1,307074.19420000003,5447963.10099999979,1.00000000000,248
307074.423000000417233,5447962.710599999875,248,1,307074.42300000001,5447962.71059999987,2.00000000000,248
307074.423000000417233,5447962.710599999875,249,1,307074.42300000001,5447962.71059999987,0.00000000000,249
307079.480200000107288,5447954.083599999547,249,1,307079.48019999999,5447954.08359999955,1.00000000000,249
307079.480200000107288,5447954.083599999547,250,1,307079.48019999999,5447954.08359999955,0.00000000000,250
307084.537399999797344,5447945.4567,250,1,307084.53739999997,5447945.45669999998,1.00000000000,250
307084.537399999797344,5447945.4567,251,1,307084.53739999997,5447945.45669999998,0.00000000000,251
307089.594600000418723,5447936.8297,251,1,307089.59460000001,5447936.82969999965,1.00000000000,251
307089.594600000418723,5447936.8297,252,1,307089.59460000001,5447936.82969999965,0.00000000000,252
307092.185899999924,5447932.409299999475,252,1,307092.18589999998,5447932.40930000041,1.00000000000,252
307094.378600000403821,5447928.05399999954,252,1,307094.37860000000,5447928.05399999954,2.00000000000,252
307094.378600000403821,5447928.05399999954,253,1,307094.37860000000,5447928.05399999954,0.00000000000,253
307098.875300000421703,5447919.122099999338,253,1,307098.87530000001,5447919.12210000027,1.00000000000,253
307098.875300000421703,5447919.122099999338,254,1,307098.87530000001,5447919.12210000027,0.00000000000,254
307103.372100000269711,5447910.190199999139,254,1,307103.37209999998,5447910.19020000007,1.00000000000,254
307103.372100000269711,5447910.190199999139,255,1,307103.37209999998,5447910.19020000007,0.00000000000,255
307107.6376,5447901.717499999329,255,1,307107.63760000002,5447901.71750000026,1.00000000000,255
307107.891499999911,5447901.2704,255,1,307107.89150000003,5447901.27039999980,2.00000000000,255
307107.891499999911,5447901.2704,256,1,307107.89150000003,5447901.27039999980,0.00000000000,256
307112.828700000420213,5447892.5742,256,1,307112.82870000001,5447892.57419999968,1.00000000000,256
307112.828700000420213,5447892.5742,257,1,307112.82870000001,5447892.57419999968,0.00000000000,257
307117.7659,5447883.878,257,1,307117.76590000000,5447883.87799999956,1.00000000000,257
307117.7659,5447883.878,258,1,307117.76590000000,5447883.87799999956,0.00000000000,258
307122.703099999576807,5447875.1817,258,1,307122.70309999998,5447875.18169999961,1.00000000000,258
307122.703099999576807,5447875.1817,259,1,307122.70309999998,5447875.18169999961,0.00000000000,259
307126.264299999923,5447868.909099999815,259,1,307126.26429999998,5447868.90909999982,1.00000000000,259
307127.67949999962,5447866.5083,259,1,307127.67950000003,5447866.50829999987,2.00000000000,259
307127.67949999962,5447866.5083,260,1,307127.67950000003,5447866.50829999987,0.00000000000,260
307132.757699999958,5447857.8936,260,1,307132.75770000002,5447857.89360000007,1.00000000000,260
307132.757699999958,5447857.8936,261,1,307132.75770000002,5447857.89360000007,0.00000000000,261
307137.835799999535084,5447849.278899999335,261,1,307137.83580000000,5447849.27890000027,1.00000000000,261
307137.835799999535084,5447849.278899999335,262,1,307137.83580000000,5447849.27890000027,0.00000000000,262
307138.117700000293553,5447848.800799999386,262,1,307138.11770000000,5447848.80080000032,1.00000000000,262
